○ 통계표명 :,전국 및 시도별 치매유병현황,,,,,,
○ 수록기간 :,년 2015 ~ 2065,,,,,,
○ 출처1 :,치매유병현황: 중앙치매센터,,,,,,
○ 출처2 :,"노인인구수: 통계청(주민인구연앙인구, 2015-2018)
통계청(장래인구추계, 2019-2065)",,,,,,
○ 자료다운일자 :,2019-12-02 14:32,,,,,,
○ 통계표URL :,https://www.nid.or.kr/info/ub_2019.aspx?no=43406,,,,,,
2017,광주광역시,광산구,전체,65세이상,"32,511","3,227",9.93%
2017,대전광역시,대전광역시,전체,65~69세,"58,949",821,1.39%
2017,대전광역시,대전광역시,전체,70~74세,"43,424","1,672",3.85%
2017,대전광역시,대전광역시,전체,75~79세,"35,583","4,220",11.86%
2017,대전광역시,대전광역시,전체,80~84세,"22,057","4,644",21.06%
2017,대전광역시,대전광역시,전체,85세이상,"14,487","5,583",38.54%
2017,대전광역시,대전광역시,전체,60세이상,"262,001","17,475",6.67%
2017,대전광역시,대전광역시,전체,65세이상,"174,499","16,939",9.71%
2017,대전광역시,동구,전체,65~69세,"11,832",164,1.38%
2017,대전광역시,동구,전체,70~74세,"9,301",358,3.85%
2017,대전광역시,동구,전체,75~79세,"7,637",909,11.90%
2017,대전광역시,동구,전체,80~84세,"4,519",949,21%
2017,대전광역시,동구,전체,85세이상,"2,767","1,077",38.94%
2017,대전광역시,동구,전체,60세이상,"52,017","3,555",6.83%
2017,대전광역시,동구,전체,65세이상,"36,055","3,457",9.59%
2017,대전광역시,중구,전체,65~69세,"12,749",176,1.38%
2017,대전광역시,중구,전체,70~74세,"9,976",384,3.85%
2017,대전광역시,중구,전체,75~79세,"8,130",959,11.80%
2017,대전광역시,중구,전체,80~84세,"4,914","1,028",20.92%
2017,대전광역시,중구,전체,85세이상,"3,206","1,245",38.82%
2017,대전광역시,중구,전체,60세이상,"55,963","3,893",6.96%
2017,대전광역시,중구,전체,65세이상,"38,974","3,792",9.73%
2017,대전광역시,서구,전체,65~69세,"17,443",243,1.39%
2017,대전광역시,서구,전체,70~74세,"12,282",473,3.85%
2017,대전광역시,서구,전체,75~79세,"9,917","1,173",11.83%
2017,대전광역시,서구,전체,80~84세,"6,263","1,319",21.06%
2017,대전광역시,서구,전체,85세이상,"4,218","1,620",38.40%
2017,대전광역시,서구,전체,60세이상,"77,120","4,994",6.48%
2017,대전광역시,서구,전체,65세이상,"50,122","4,829",9.63%
2017,대전광역시,유성구,전체,65~69세,"9,016",127,1.41%
2017,대전광역시,유성구,전체,70~74세,"6,066",233,3.85%
2017,대전광역시,유성구,전체,75~79세,"5,101",608,11.93%
2017,대전광역시,유성구,전체,80~84세,"3,495",743,21.26%
2017,대전광역시,유성구,전체,85세이상,"2,545",971,38.18%
2017,대전광역시,유성구,전체,60세이상,"41,885","2,782",6.64%
2017,대전광역시,유성구,전체,65세이상,"26,222","2,683",10.23%
2017,대전광역시,대덕구,전체,65~69세,"7,910",111,1.40%
2017,대전광역시,대덕구,전체,70~74세,"5,801",223,3.85%
2017,대전광역시,대덕구,전체,75~79세,"4,800",570,11.88%
2017,대전광역시,대덕구,전체,80~84세,"2,866",605,21.10%
2017,대전광역시,대덕구,전체,85세이상,"1,751",670,38.25%
2017,대전광역시,대덕구,전체,60세이상,"35,017","2,252",6.43%
2017,대전광역시,대덕구,전체,65세이상,"23,126","2,179",9.42%
2017,울산광역시,울산광역시,전체,65~69세,"43,209",611,1.41%
2017,울산광역시,울산광역시,전체,70~74세,"27,691","1,073",3.88%
2017,울산광역시,울산광역시,전체,75~79세,"20,897","2,483",11.88%
2017,울산광역시,울산광역시,전체,80~84세,"12,157","2,586",21.28%
2017,울산광역시,울산광역시,전체,85세이상,"7,763","2,891",37.24%
2017,울산광역시,울산광역시,전체,60세이상,"180,589","10,077",5.58%
2017,울산광역시,울산광역시,전체,65세이상,"111,716","9,645",8.63%
2017,울산광역시,중구,전체,65~69세,"10,477",147,1.40%
2017,울산광역시,중구,전체,70~74세,"6,831",264,3.86%
2017,울산광역시,중구,전체,75~79세,"5,031",596,11.84%
2017,울산광역시,중구,전체,80~84세,"2,737",578,21.11%
2017,울산광역시,중구,전체,85세이상,"1,602",598,37.30%
2017,울산광역시,중구,전체,60세이상,"42,620","2,279",5.35%
2017,울산광역시,중구,전체,65세이상,"26,677","2,182",8.18%
2017,울산광역시,남구,전체,65~69세,"12,453",176,1.41%
2017,울산광역시,남구,전체,70~74세,"7,533",292,3.88%
2017,울산광역시,남구,전체,75~79세,"5,469",646,11.81%
2017,울산광역시,남구,전체,80~84세,"3,034",645,21.27%
2017,울산광역시,남구,전체,85세이상,"1,744",652,37.40%
2017,울산광역시,남구,전체,60세이상,"50,526","2,539",5.02%
2017,울산광역시,남구,전체,65세이상,"30,231","2,411",7.98%
2017,울산광역시,동구,전체,65~69세,"6,533",94,1.44%
2017,울산광역시,동구,전체,70~74세,"3,661",144,3.94%
2017,울산광역시,동구,전체,75~79세,"2,386",282,11.83%
2017,울산광역시,동구,전체,80~84세,"1,325",284,21.47%
2017,울산광역시,동구,전체,85세이상,955,346,36.22%
2017,울산광역시,동구,전체,60세이상,"25,823","1,221",4.73%
2017,울산광역시,동구,전체,65세이상,"14,860","1,151",7.75%
2017,울산광역시,북구,전체,65~69세,"4,915",69,1.40%
2017,울산광역시,북구,전체,70~74세,"3,327",128,3.86%
2017,울산광역시,북구,전체,75~79세,"2,531",303,11.97%
2017,울산광역시,북구,전체,80~84세,"1,604",344,21.44%
2017,울산광역시,북구,전체,85세이상,"1,063",393,36.96%
2017,울산광역시,북구,전체,60세이상,"21,752","1,291",5.93%
2017,울산광역시,북구,전체,65세이상,"13,439","1,237",9.21%
2017,울산광역시,울주군,전체,65~69세,"8,832",125,1.41%
2017,울산광역시,울주군,전체,70~74세,"6,341",245,3.86%
2017,울산광역시,울주군,전체,75~79세,"5,481",656,11.98%
2017,울산광역시,울주군,전체,80~84세,"3,457",735,21.26%
2017,울산광역시,울주군,전체,85세이상,"2,400",903,37.62%
2017,울산광역시,울주군,전체,60세이상,"39,870","2,748",6.89%
2017,울산광역시,울주군,전체,65세이상,"26,510","2,663",10.05%
2017,세종특별자치시,세종특별자치시,전체,65~69세,"7,933",110,1.39%
2017,세종특별자치시,세종특별자치시,전체,70~74세,"5,854",225,3.84%
2017,세종특별자치시,세종특별자치시,전체,75~79세,"5,315",633,11.91%
2017,세종특별자치시,세종특별자치시,전체,80~84세,"3,644",769,21.10%
2017,세종특별자치시,세종특별자치시,전체,85세이상,"2,542",968,38.08%
2017,세종특별자치시,세종특별자치시,전체,60세이상,"36,829","2,776",7.54%
2017,세종특별자치시,세종특별자치시,전체,65세이상,"25,286","2,704",10.69%
2017,경기도,경기도,전체,65~69세,"450,459","6,266",1.39%
2017,경기도,경기도,전체,70~74세,"358,726","13,796",3.85%
2017,경기도,경기도,전체,75~79세,"293,466","34,771",11.85%
2017,경기도,경기도,전체,80~84세,"180,093","37,827",21%
2017,경기도,경기도,전체,85세이상,"118,406","45,774",38.66%
2017,경기도,경기도,전체,60세이상,"2,086,230","142,678",6.84%
2017,경기도,경기도,전체,65세이상,"1,401,149","138,434",9.88%
2017,경기도,수원시,전체,65~69세,"35,397",492,1.39%
2017,경기도,수원시,전체,70~74세,"27,181","1,043",3.84%
2017,경기도,수원시,전체,75~79세,"21,401","2,548",11.91%
2017,경기도,수원시,전체,80~84세,"13,293","2,809",21.13%
2017,경기도,수원시,전체,85세이상,"9,204","3,526",38.31%
2017,경기도,수원시,전체,60세이상,"161,591","10,756",6.66%
2017,경기도,수원시,전체,65세이상,"106,475","10,418",9.78%
2017,경기도,장안구,전체,65~69세,"9,628",133,1.38%
2017,경기도,장안구,전체,70~74세,"7,781",298,3.82%
2017,경기도,장안구,전체,75~79세,"6,328",751,11.87%
2017,경기도,장안구,전체,80~84세,"4,064",858,21.11%
2017,경기도,장안구,전체,85세이상,"2,889","1,114",38.58%
2017,경기도,장안구,전체,60세이상,"45,142","3,243",7.18%
2017,경기도,장안구,전체,65세이상,"30,688","3,154",10.28%
2017,경기도,권선구,전체,65~69세,"11,008",154,1.40%
2017,경기도,권선구,전체,70~74세,"8,122",314,3.86%
2017,경기도,권선구,전체,75~79세,"6,277",749,11.93%
2017,경기도,권선구,전체,80~84세,"3,886",821,21.12%
2017,경기도,권선구,전체,85세이상,"2,656","1,014",38.18%
2017,경기도,권선구,전체,60세이상,"49,665","3,160",6.36%
2017,경기도,권선구,전체,65세이상,"31,948","3,051",9.55%
2017,경기도,팔달구,전체,65~69세,"8,060",112,1.39%
2017,경기도,팔달구,전체,70~74세,"6,319",243,3.84%
2017,경기도,팔달구,전체,75~79세,"4,866",576,11.84%
2017,경기도,팔달구,전체,80~84세,"2,810",592,21.06%
2017,경기도,팔달구,전체,85세이상,"1,845",706,38.28%
2017,경기도,팔달구,전체,60세이상,"35,753","2,299",6.43%
2017,경기도,팔달구,전체,65세이상,"23,899","2,228",9.32%
2017,경기도,영통구,전체,65~69세,"6,702",93,1.39%
2017,경기도,영통구,전체,70~74세,"4,959",189,3.82%
2017,경기도,영통구,전체,75~79세,"3,931",472,12%
2017,경기도,영통구,전체,80~84세,"2,533",539,21.27%
2017,경기도,영통구,전체,85세이상,"1,816",692,38.10%
2017,경기도,영통구,전체,60세이상,"31,031","2,053",6.62%
2017,경기도,영통구,전체,65세이상,"19,940","1,985",9.95%
2017,경기도,성남시,전체,65~69세,"37,014",514,1.39%
2017,경기도,성남시,전체,70~74세,"28,506","1,096",3.84%
2017,경기도,성남시,전체,75~79세,"22,041","2,597",11.78%
2017,경기도,성남시,전체,80~84세,"13,203","2,774",21.01%
2017,경기도,성남시,전체,85세이상,"9,519","3,675",38.60%
2017,경기도,성남시,전체,60세이상,"165,503","10,993",6.64%
2017,경기도,성남시,전체,65세이상,"110,283","10,655",9.66%
2017,경기도,수정구,전체,65~69세,"10,881",151,1.38%
2017,경기도,수정구,전체,70~74세,"8,136",313,3.84%
2017,경기도,수정구,전체,75~79세,"6,059",714,11.79%
2017,경기도,수정구,전체,80~84세,"3,178",669,21.06%
2017,경기도,수정구,전체,85세이상,"1,950",743,38.09%
2017,경기도,수정구,전체,60세이상,"45,660","2,683",5.88%
2017,경기도,수정구,전체,65세이상,"30,204","2,589",8.57%
2017,경기도,중원구,전체,65~69세,"10,288",144,1.40%
2017,경기도,중원구,전체,70~74세,"7,630",294,3.85%
2017,경기도,중원구,전체,75~79세,"5,588",660,11.81%
2017,경기도,중원구,전체,80~84세,"3,025",639,21.11%
2017,경기도,중원구,전체,85세이상,"2,029",765,37.69%
2017,경기도,중원구,전체,60세이상,"43,665","2,594",5.94%
2017,경기도,중원구,전체,65세이상,"28,559","2,501",8.76%
2017,경기도,분당구,전체,65~69세,"15,846",219,1.38%
2017,경기도,분당구,전체,70~74세,"12,740",489,3.84%
2017,경기도,분당구,전체,75~79세,"10,394","1,223",11.76%
2017,경기도,분당구,전체,80~84세,"7,001","1,466",20.94%
2017,경기도,분당구,전체,85세이상,"5,541","2,167",39.12%
2017,경기도,분당구,전체,60세이상,"76,178","5,716",7.50%
2017,경기도,분당구,전체,65세이상,"51,521","5,564",10.80%
2017,경기도,의정부시,전체,65~69세,"17,535",241,1.37%
2017,경기도,의정부시,전체,70~74세,"14,777",566,3.83%
2017,경기도,의정부시,전체,75~79세,"12,237","1,450",11.85%
2017,경기도,의정부시,전체,80~84세,"7,029","1,473",20.96%
2017,경기도,의정부시,전체,85세이상,"4,191","1,629",38.88%
2017,경기도,의정부시,전체,60세이상,"81,297","5,514",6.78%
2017,경기도,의정부시,전체,65세이상,"55,767","5,359",9.61%
2017,경기도,안양시,전체,65~69세,"21,328",299,1.40%
2017,경기도,안양시,전체,70~74세,"15,639",601,3.85%
2017,경기도,안양시,전체,75~79세,"12,348","1,467",11.88%
2017,경기도,안양시,전체,80~84세,"7,700","1,631",21.18%
2017,경기도,안양시,전체,85세이상,"5,180","1,992",38.46%
2017,경기도,안양시,전체,60세이상,"97,122","6,210",6.39%
2017,경기도,안양시,전체,65세이상,"62,194","5,991",9.63%
2017,경기도,만안구,전체,65~69세,"10,757",151,1.41%
2017,경기도,만안구,전체,70~74세,"8,024",309,3.86%
2017,경기도,만안구,전체,75~79세,"6,215",735,11.82%
2017,경기도,만안구,전체,80~84세,"3,637",767,21.08%
2017,경기도,만안구,전체,85세이상,"2,263",869,38.39%
2017,경기도,만안구,전체,60세이상,"47,565","2,934",6.17%
2017,경기도,만안구,전체,65세이상,"30,895","2,831",9.16%
2017,경기도,동안구,전체,65~69세,"10,571",148,1.40%
2017,경기도,동안구,전체,70~74세,"7,615",292,3.84%
2017,경기도,동안구,전체,75~79세,"6,133",733,11.94%
2017,경기도,동안구,전체,80~84세,"4,063",864,21.27%
2017,경기도,동안구,전체,85세이상,"2,917","1,124",38.52%
2017,경기도,동안구,전체,60세이상,"49,557","3,276",6.61%
2017,경기도,동안구,전체,65세이상,"31,299","3,160",10.10%
2017,경기도,부천시,전체,65~69세,"31,440",443,1.41%
2017,경기도,부천시,전체,70~74세,"21,742",840,3.86%
2017,경기도,부천시,전체,75~79세,"17,001","2,033",11.96%
2017,경기도,부천시,전체,80~84세,"10,658","2,263",21.24%
2017,경기도,부천시,전체,85세이상,"7,216","2,761",38.27%
2017,경기도,부천시,전체,60세이상,"140,075","8,663",6.18%
2017,경기도,부천시,전체,65세이상,"88,055","8,341",9.47%
2017,경기도,광명시,전체,65~69세,"12,800",178,1.39%
2017,경기도,광명시,전체,70~74세,"9,345",358,3.84%
2017,경기도,광명시,전체,75~79세,"7,345",874,11.91%
2017,경기도,광명시,전체,80~84세,"4,402",934,21.22%
2017,경기도,광명시,전체,85세이상,"2,810","1,078",38.36%
2017,경기도,광명시,전체,60세이상,"56,529","3,542",6.27%
2017,경기도,광명시,전체,65세이상,"36,701","3,423",9.33%
2017,경기도,평택시,전체,65~69세,"16,089",222,1.38%
2017,경기도,평택시,전체,70~74세,"13,283",509,3.83%
2017,경기도,평택시,전체,75~79세,"11,825","1,407",11.90%
2017,경기도,평택시,전체,80~84세,"7,342","1,541",21%
2017,경기도,평택시,전체,85세이상,"4,463","1,723",38.62%
2017,경기도,평택시,전체,60세이상,"76,451","5,549",7.26%
2017,경기도,평택시,전체,65세이상,"53,001","5,404",10.20%
2017,경기도,동두천시,전체,65~69세,"4,448",61,1.37%
2017,경기도,동두천시,전체,70~74세,"4,141",157,3.80%
2017,경기도,동두천시,전체,75~79세,"3,907",468,11.97%
2017,경기도,동두천시,전체,80~84세,"2,225",465,20.90%
2017,경기도,동두천시,전체,85세이상,"1,340",529,39.48%
2017,경기도,동두천시,전체,60세이상,"22,097","1,717",7.77%
2017,경기도,동두천시,전체,65세이상,"16,060","1,680",10.46%
2017,경기도,안산시,전체,65~69세,"18,816",264,1.40%
2017,경기도,안산시,전체,70~74세,"14,197",545,3.84%
2017,경기도,안산시,전체,75~79세,"12,026","1,443",12%
2017,경기도,안산시,전체,80~84세,"7,929","1,683",21.23%
2017,경기도,안산시,전체,85세이상,"5,032","1,924",38.24%
2017,경기도,안산시,전체,60세이상,"89,637","6,063",6.76%
2017,경기도,안산시,전체,65세이상,"57,999","5,859",10.10%
2017,경기도,상록구,전체,65~69세,"10,297",144,1.40%
2017,경기도,상록구,전체,70~74세,"8,267",316,3.82%
2017,경기도,상록구,전체,75~79세,"7,094",852,12.01%
2017,경기도,상록구,전체,80~84세,"4,597",975,21.21%
2017,경기도,상록구,전체,85세이상,"2,946","1,132",38.43%
2017,경기도,상록구,전체,60세이상,"50,163","3,527",7.03%
2017,경기도,상록구,전체,65세이상,"33,200","3,418",10.30%
2017,경기도,단원구,전체,65~69세,"8,520",120,1.41%
2017,경기도,단원구,전체,70~74세,"5,931",229,3.86%
2017,경기도,단원구,전체,75~79세,"4,932",591,11.99%
2017,경기도,단원구,전체,80~84세,"3,332",708,21.26%
2017,경기도,단원구,전체,85세이상,"2,087",792,37.97%
2017,경기도,단원구,전체,60세이상,"39,474","2,537",6.43%
2017,경기도,단원구,전체,65세이상,"24,800","2,441",9.84%
2017,경기도,고양시,전체,65~69세,"33,002",453,1.37%
2017,경기도,고양시,전체,70~74세,"29,125","1,107",3.80%
2017,경기도,고양시,전체,75~79세,"25,942","3,090",11.91%
2017,경기도,고양시,전체,80~84세,"16,813","3,526",20.97%
2017,경기도,고양시,전체,85세이상,"10,764","4,223",39.23%
2017,경기도,고양시,전체,60세이상,"168,376","12,732",7.56%
2017,경기도,고양시,전체,65세이상,"115,646","12,399",10.72%
2017,경기도,덕양구,전체,65~69세,"16,359",225,1.37%
2017,경기도,덕양구,전체,70~74세,"14,280",543,3.80%
2017,경기도,덕양구,전체,75~79세,"12,299","1,459",11.86%
2017,경기도,덕양구,전체,80~84세,"7,394","1,552",21%
2017,경기도,덕양구,전체,85세이상,"4,656","1,814",38.96%
2017,경기도,덕양구,전체,60세이상,"79,726","5,747",7.21%
2017,경기도,덕양구,전체,65세이상,"54,986","5,593",10.17%
2017,경기도,일산동구,전체,65~69세,"8,339",115,1.38%
2017,경기도,일산동구,전체,70~74세,"7,339",280,3.81%
2017,경기도,일산동구,전체,75~79세,"6,478",774,11.94%
2017,경기도,일산동구,전체,80~84세,"4,552",955,20.98%
2017,경기도,일산동구,전체,85세이상,"3,035","1,192",39.29%
2017,경기도,일산동구,전체,60세이상,"44,199","3,408",7.71%
